,tweet_id,name,stage,rating_numerator,rating_denominator,favorite_count,retweet_count,source,retweeted_status,url,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,date,time
29,886258384151887873,Waffles,None,13.0,10.0,27501,6163,Twitter for iPhone,Original tweet,https://t.co/xZDA9Qsq1O,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,Pug,0.943575,True,Shower Cap,0.0252856,False,Siamese Cat,0.00284892,False,07-15-2017,16:17
30,885984800019947520,Jimbo,None,12.0,10.0,32073,6647,Twitter for iPhone,Original tweet,https://t.co/lWeeGBBXmE,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim Spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese Mountain Dog,0.00623915,True,07-14-2017,22:10
31,885528943205470208,Maisey,None,13.0,10.0,35357,6304,Twitter for iPhone,Original tweet,https://t.co/tp1kQ8i9JF,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,Pug,0.369275,True,Labrador Retriever,0.265835,True,Kuvasz,0.134697,True,07-13-2017,15:58
32,885167619883638784,None,None,13.0,10.0,21543,4294,Twitter for iPhone,Original tweet,https://t.co/JMU4y341NB,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,Malamute,0.8124819999999999,True,Siberian Husky,0.0717125,True,Eskimo Dog,0.0557697,True,07-12-2017,16:03
33,884925521741709313,Earl,None,12.0,10.0,76048,17890,Twitter for iPhone,Original tweet,https://t.co/MYJvdlNRVa,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian Greyhound,0.259916,True,American Staffordshire Terrier,0.198451,True,Staffordshire Bullterrier,0.127725,True,07-12-2017,00:01
34,884876753390489601,Lola,None,13.0,10.0,27441,5501,Twitter for iPhone,Original tweet,https://t.co/DbNzLkDIxh,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,Chow,0.822103,True,Norwich Terrier,0.106075,True,Norfolk Terrier,0.0373485,True,07-11-2017,20:47
35,884562892145688576,Kevin,None,13.0,10.0,23871,4600,Twitter for iPhone,Original tweet,https://t.co/1r4MFCbCX5,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,Pug,0.5464060000000001,True,French Bulldog,0.404291,True,Brabancon Griffon,0.0440019,True,07-11-2017,00:00
36,884441805382717440,None,None,14.0,10.0,26515,5546,Twitter for iPhone,Original tweet,https://t.co/JkL9KmUt8X,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,07-10-2017,15:58
37,884162670584377345,Yogi,doggo,12.0,10.0,19999,2928,Twitter for iPhone,Original tweet,https://t.co/KcQj5mNR4m,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German Shepherd,0.707046,True,Malinois,0.199396,True,Norwegian Elkhound,0.0491476,True,07-09-2017,21:29
38,883838122936631299,Noah,None,12.0,10.0,21526,3381,Twitter for iPhone,Original tweet,https://t.co/zrf7IQnlHI,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.610946,True,Miniature Pinscher,0.299603,True,Kelpie,0.0630203,True,07-09-2017,00:00
39,883482846933004288,Bella,None,5.0,10.0,45124,9744,Twitter for iPhone,Original tweet,https://t.co/qjrljjt948,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,Golden Retriever,0.943082,True,Labrador Retriever,0.032409,True,Kuvasz,0.00550072,True,07-08-2017,00:28
40,883360690899218434,Grizzwald,floofer,13.0,10.0,22287,3635,Twitter for iPhone,Original tweet,https://t.co/vAdjP5ANuJ,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,Chow,0.987997,True,Tibetan Mastiff,0.00709872,True,Newfoundland,0.00214033,True,07-07-2017,16:22
41,883117836046086144,None,None,13.0,10.0,36534,6541,Twitter for iPhone,Original tweet,https://t.co/Se5fZ9wp5E,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,Golden Retriever,0.949562,True,Labrador Retriever,0.045947900000000014,True,Kuvasz,0.00247094,True,07-07-2017,00:17
42,882992080364220416,Rusty,None,13.0,10.0,23537,3849,Twitter for iPhone,Original tweet,https://t.co/tyER0KpdXj,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo Dog,0.466778,True,Siberian Husky,0.406044,True,Dingo,0.07341439999999999,False,07-06-2017,15:58
43,882762694511734784,Gus,pupper,12.0,10.0,27817,4824,Twitter for iPhone,Original tweet,https://t.co/D43I96SlVu,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador Retriever,0.85005,True,Chesapeake Bay Retriever,0.074257,True,Flat-Coated Retriever,0.015579399999999997,True,07-06-2017,00:46
44,882627270321602560,Stanley,None,13.0,10.0,27448,5974,Twitter for iPhone,Original tweet,https://t.co/KoU1kxPBcn,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,07-05-2017,15:48
45,882268110199369728,Alfy,None,13.0,10.0,44177,11372,Twitter for iPhone,Original tweet,https://t.co/fYP5RlutfA,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,Golden Retriever,0.762211,True,Labrador Retriever,0.0989849,True,Cocker Spaniel,0.0171995,True,07-04-2017,16:01
46,882045870035918850,Koko,None,13.0,10.0,28861,4874,Twitter for iPhone,Original tweet,https://t.co/cj0lK9TLUv,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,Web Site,0.949591,False,Dhole,0.0173258,False,Golden Retriever,0.00694063,True,07-04-2017,01:18
47,881906580714921986,Rey,None,12.0,10.0,23900,3330,Twitter for iPhone,Original tweet,https://t.co/503CgWbhxQ,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,0.291539,True,Chesapeake Bay Retriever,0.278966,True,Koala,0.12701700000000002,False,07-03-2017,16:04
48,881666595344535552,Gary,None,13.0,10.0,49736,10468,Twitter for iPhone,Original tweet,https://t.co/7CSWCl8I6s,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,True,Afghan Hound,0.25000300000000003,True,Golden Retriever,0.16073900000000002,True,07-03-2017,00:11
49,881536004380872706,None,pupper,14.0,10.0,48574,15647,Twitter for iPhone,Original tweet,https://t.co/w1FVZz0JFM,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Samoyed,0.281463,True,Angora,0.272066,False,Persian Cat,0.114854,False,07-02-2017,15:32
50,881268444196462592,Elliot,None,12.0,10.0,22701,5082,Twitter for iPhone,Original tweet,https://t.co/J4Q5YjzLH0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,Tusker,0.473303,False,Indian Elephant,0.245646,False,Ibex,0.0556607,False,07-01-2017,21:49
51,880935762899988482,Louis,None,13.0,10.0,16731,2735,Twitter for iPhone,Original tweet,https://t.co/D0wb1GlKAt,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,Street Sign,0.251801,False,Umbrella,0.115123,False,Traffic Light,0.0695338,False,06-30-2017,23:47
52,880872448815771648,None,None,12.0,10.0,20909,3746,Twitter for iPhone,Original tweet,https://t.co/1nxJLhk0Sd,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416,True,Norwich Terrier,0.0613929,True,Chihuahua,0.0337257,True,06-30-2017,19:35
53,880465832366813184,Bella,None,12.0,10.0,28054,6159,Twitter for iPhone,Original tweet,https://t.co/4VsFysDmiw,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,Golden Retriever,0.913255,True,Labrador Retriever,0.0263286,True,Cocker Spaniel,0.00937082,True,06-29-2017,16:39
54,880221127280381952,Jesse,None,12.0,10.0,26601,4140,Twitter for iPhone,Original tweet,https://t.co/fUod0tVmvK,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.238525,True,Meerkat,0.104256,False,Clumber,0.0525803,True,06-29-2017,00:27
55,880095782870896641,None,None,11.0,10.0,27161,4275,Twitter for iPhone,Original tweet,https://t.co/yxYE3cWcCP,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,Miniature Pinscher,0.120298,True,Rhodesian Ridgeback,0.106395,True,Beagle,0.106073,True,06-28-2017,16:09
56,879862464715927552,Romeo,None,13.0,10.0,21944,3439,Twitter for iPhone,Original tweet,https://t.co/Qh5aEkRQm9,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,Basset,0.813507,True,Beagle,0.146654,True,Cocker Spaniel,0.00948502,True,06-28-2017,00:42
57,879492040517615616,Bailey,None,12.0,10.0,23029,3126,Twitter for iPhone,Original tweet,https://t.co/IxM9IMKQq8,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German Short-Haired Pointer,0.479896,True,Vizsla,0.124353,True,Bath Towel,0.0733202,False,06-27-2017,00:10
58,879415818425184262,Duddles,None,13.0,10.0,104110,43433,Twitter for iPhone,Original tweet,https://t.co/UDT7ZkcTgY,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English Springer,0.383404,True,Boston Bull,0.134967,True,Cardigan,0.110481,True,06-26-2017,19:07
59,879376492567855104,Jack,None,12.0,10.0,16496,3063,Twitter for iPhone,Original tweet,https://t.co/RqUrIisQta,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,Tricycle,0.663601,False,Labrador Retriever,0.0334961,True,Pembroke,0.0188266,True,06-26-2017,16:31
60,879050749262655488,Steven,None,11.0,10.0,22175,4634,Twitter for iPhone,Original tweet,https://t.co/ffTAMZt2n7,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,Tabby,0.311861,False,Window Screen,0.169123,False,Egyptian Cat,0.132932,False,06-25-2017,18:56
61,879008229531029506,Beau,None,13.0,10.0,18665,2649,Twitter for iPhone,Original tweet,https://t.co/YDtpCjIPKN,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,Vizsla,0.960513,True,Miniature Pinscher,0.00943065,True,American Staffordshire Terrier,0.0087113,True,06-25-2017,16:07
62,878776093423087618,Snoopy,puppo,13.0,10.0,19089,4056,Twitter for iPhone,Original tweet,https://t.co/0Uxl9Gq7hN,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian Greyhound,0.734684,True,Whippet,0.15048699999999998,True,Ibizan Hound,0.0397246,True,06-25-2017,00:45
63,878281511006478336,Shadow,None,13.0,10.0,7620,1268,Twitter for iPhone,Original tweet,https://t.co/5HuiInQveF,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,Basset,0.32042,True,Collie,0.215975,True,Appenzeller,0.12850699999999998,True,06-23-2017,16:00
64,878057613040115712,Emmy,None,14.0,10.0,41359,6710,Twitter for iPhone,Original tweet,https://t.co/cwtWnHMVpe,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French Bulldog,0.839097,True,Boston Bull,0.07879939999999999,True,Toy Terrier,0.0152434,True,06-23-2017,01:10
65,877736472329191424,Aja,None,13.0,10.0,78416,18764,Twitter for iPhone,Original tweet,https://t.co/lsPyyAiF1r,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake Bay Retriever,0.8379559999999999,True,Labrador Retriever,0.0620342,True,Weimaraner,0.0405991,True,06-22-2017,03:54
66,877556246731214848,Penny,None,12.0,10.0,22366,3746,Twitter for iPhone,Original tweet,https://t.co/rc53DmRHwK,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,Basset,0.995368,True,Welsh Springer Spaniel,0.00193621,True,Bathtub,0.000467919,False,06-21-2017,15:58
67,877316821321428993,Dante,None,13.0,10.0,26941,5093,Twitter for iPhone,Original tweet,https://t.co/tVXlmh3uX3,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,Saluki,0.5099670000000001,True,Italian Greyhound,0.0904973,True,Golden Retriever,0.0794058,True,06-21-2017,00:06
68,877201837425926144,Nelly,None,12.0,10.0,26699,5494,Twitter for iPhone,Original tweet,https://t.co/kVwm88J6Yr,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,0.93112,True,Cardigan,0.0686982,True,Basenji,8.17379e-05,True,06-20-2017,16:29
69,876838120628539392,Ginger,pupper,12.0,10.0,20357,3286,Twitter for iPhone,Original tweet,https://t.co/zuDk9mBEMO,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,Bloodhound,0.575751,True,Redbone,0.24097,True,Tibetan Mastiff,0.08893480000000001,True,06-19-2017,16:24
70,876484053909872640,Benedict,None,13.0,10.0,18463,2364,Twitter for iPhone,Original tweet,https://t.co/ccBFQU5UWO,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,Golden Retriever,0.874566,True,Irish Terrier,0.0373542,True,Chow,0.016723599999999998,True,06-18-2017,16:57
71,876120275196170240,Venti,None,13.0,10.0,27487,4618,Twitter for iPhone,Original tweet,https://t.co/9NqZV4WwyX,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese Mountain Dog,0.534327,True,Saint Bernard,0.346312,True,Greater Swiss Mountain Dog,0.0949327,True,06-17-2017,16:52
72,875747767867523072,Goose,None,13.0,10.0,24813,4224,Twitter for iPhone,Original tweet,https://t.co/XRwtpQiJ15,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador Retriever,0.799551,True,Chesapeake Bay Retriever,0.179975,True,Vizsla,0.0046176,True,06-16-2017,16:11
73,875144289856114688,Nugget,None,13.0,10.0,21593,4855,Twitter for iPhone,Original tweet,https://t.co/wK0pt8Cnck,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,Siberian Husky,0.245048,True,Pembroke,0.223716,True,Dingo,0.160753,False,06-15-2017,00:13
74,875021211251597312,None,None,12.0,10.0,25089,4655,Twitter for iPhone,Original tweet,https://t.co/brCQoqc8AW,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West Highland White Terrier,0.7143189999999999,True,Siberian Husky,0.0919133,True,Great Pyrenees,0.0460382,True,06-14-2017,16:04
75,874680097055178752,Cash,None,12.0,10.0,27396,4578,Twitter for iPhone,Original tweet,https://t.co/lZhtizkURD,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador Retriever,0.836052,True,Staffordshire Bullterrier,0.0470691,True,Beagle,0.0360071,True,06-13-2017,17:29
76,874296783580663808,Jed,pupper,13.0,10.0,25682,4052,Twitter for iPhone,Original tweet,https://t.co/0YplNnSMEm,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,Cocker Spaniel,0.437216,True,Miniature Poodle,0.277191,True,Toy Poodle,0.157402,True,06-12-2017,16:06
77,874057562936811520,None,None,12.0,10.0,22324,3909,Twitter for iPhone,Original tweet,https://t.co/0MXV9ZDhS5,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,Flat-Coated Retriever,0.8321770000000001,True,Black-And-Tan Coonhound,0.040436900000000005,True,Newfoundland,0.0282283,True,06-12-2017,00:15
78,874012996292530176,Sebastian,puppo,13.0,10.0,34079,10273,Twitter for iPhone,Original tweet,https://t.co/jonYjPNmYx,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,Cardigan,0.806674,True,Pembroke,0.116622,True,Kelpie,0.0491819,True,06-11-2017,21:18
79,873580283840344065,None,None,13.0,10.0,23868,3896,Twitter for iPhone,Original tweet,https://t.co/jbitZ0V20S,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,Newfoundland,0.678537,True,Tibetan Mastiff,0.244022,True,Chow,0.0485295,True,06-10-2017,16:39
80,873213775632977920,Sierra,pupper,12.0,10.0,7139,1566,Twitter for iPhone,Original tweet,https://t.co/CWPYZJvjrI,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,Vizsla,0.6197819999999999,True,Bloodhound,0.338069,True,Chesapeake Bay Retriever,0.0126763,True,06-09-2017,16:22
81,872967104147763200,None,doggo,12.0,10.0,27003,5354,Twitter for iPhone,Original tweet,https://t.co/8rpIJr9sAC,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,Labrador Retriever,0.476913,True,Chesapeake Bay Retriever,0.174145,True,German Short-Haired Pointer,0.0928614,True,06-09-2017,00:02
82,872820683541237760,None,None,13.0,10.0,14516,3657,Twitter for iPhone,Original tweet,https://t.co/M15eX8HhsR,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,Pug,0.99912,True,French Bulldog,0.00055192,True,Bull Mastiff,7.28904e-05,True,06-08-2017,14:20
83,872620804844003328,Monkey,None,13.0,10.0,20534,3655,Twitter for iPhone,Original tweet,https://t.co/lUcpnZDPz9,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,Cocker Spaniel,0.513191,True,Sussex Spaniel,0.159088,True,Standard Poodle,0.149509,True,06-08-2017,01:06
84,872486979161796608,None,None,12.0,10.0,40170,8942,Twitter for iPhone,Original tweet,https://t.co/xFWhrdMuTh,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,Pembroke,0.931861,True,Cardigan,0.0377212,True,Chihuahua,0.0119667,True,06-07-2017,16:14
85,872261713294495745,Harry,None,13.0,10.0,33780,6260,Twitter for iPhone,Original tweet,https://t.co/iZPEmIPLLY,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2,Labrador Retriever,0.972019,True,Flat-Coated Retriever,0.00817828,True,Chesapeake Bay Retriever,0.00735927,True,06-07-2017,01:19
86,872122724285648897,Kody,None,12.0,10.0,34015,8056,Twitter for iPhone,Original tweet,https://t.co/l4qou61pKu,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1,Basketball,0.808396,False,Pug,0.06673630000000001,True,Dalmatian,0.0545698,True,06-06-2017,16:07
87,871879754684805121,Lassie,None,13.0,10.0,37534,11068,Twitter for iPhone,Original tweet,https://t.co/vgvqHeVsE0,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,Shetland Sheepdog,0.969171,True,Collie,0.0182607,True,Pomeranian,0.00851534,True,06-06-2017,00:01
